gymId,gymAddress,gymName,gymImgURL,operationTime,area,contact,shower,parking,tutoring,homepage,detail
1719136770,"서울 강남구 대치동 922-1","클라이밍파크 한티점",NULL,NULL,0,02-556-4662,0,0,0,NULL,NULL
17205409,"충북 청주시 서원구 개신동 621",마루클라이밍센터,NULL,NULL,0,043-264-5014,0,0,0,NULL,NULL
1736591738,"강원특별자치도 속초시 조양동 1545-1",아임낫볼더,NULL,NULL,0,,0,0,0,NULL,NULL
17408063,"충남 아산시 방축동 5",아산클라이밍,NULL,NULL,0,,0,0,0,NULL,NULL
1749189155,"울산 북구 호계동 985-5",몽클라이밍,NULL,NULL,0,010-8507-4595,0,0,0,NULL,NULL
1754357906,"인천 중구 중산동 1884-2","메트로락 클라이밍",NULL,NULL,0,032-715-4574,0,0,0,NULL,NULL
1756958043,"충남 논산시 내동 1044",실내암벽클라이밍,NULL,NULL,0,,0,0,0,NULL,NULL
1757970135,"경남 진주시 정촌면 예하리 1272-2",빅클라이밍짐,NULL,NULL,0,055-763-1316,0,0,0,NULL,NULL
176517375,"서울 노원구 공릉동 633-18","스파이더스 클라이밍센터",NULL,NULL,0,02-741-0837,0,0,0,NULL,NULL
176727580,"경북 포항시 남구 대도동 328-40",포항국제클라이밍센터,NULL,NULL,0,,0,0,0,NULL,NULL
17793814,"경북 포항시 북구 양덕동 1247",김대우암벽교실,NULL,NULL,0,054-277-0334,0,0,0,NULL,NULL
1779675095,"전북 남원시 월락동 248",남원스포츠클라이밍,NULL,NULL,0,,0,0,0,NULL,NULL
17813973,"부산 부산진구 가야동 60-26","락오디세이 동의대점",NULL,NULL,0,010-4190-4592,0,0,0,NULL,NULL
1786078320,"서울 강서구 염창동 262-1","더플라스틱클라이밍 염창점",NULL,NULL,0,02-6084-8890,0,0,0,NULL,NULL
1796322688,"서울 종로구 종로4가 3","클라이밍파크 종로점",NULL,NULL,0,02-762-4662,0,0,0,NULL,NULL
1802328830,"대전 유성구 봉명동 550-1",베이스캠프,NULL,NULL,0,010-4348-8848,0,0,0,NULL,NULL
18164860,"경기 남양주시 이패동 산 87",남양주인공암벽장,NULL,NULL,0,031-565-8848,0,0,0,NULL,NULL
1823832591,"전북 전주시 덕진구 만성동 1263-4","어센트클라이밍 전주",NULL,NULL,0,010-3795-4602,0,0,0,NULL,NULL
1825569654,"강원특별자치도 원주시 단계동 496-2",차클라이밍,NULL,NULL,0,,0,0,0,NULL,NULL
1827043506,"서울 광진구 중곡동 157-17",레드포인트클라이밍,NULL,NULL,0,02-456-5013,0,0,0,NULL,NULL
18294951,"인천 서구 가정동 505-24",서인천클라이밍센터,NULL,NULL,0,032-572-8847,0,0,0,NULL,NULL
183632345,"경기 부천시 심곡동 175-6",캐치스톤클라이밍짐,NULL,NULL,0,,0,0,0,NULL,NULL
18496346,"대전 서구 괴정동 128-9",대전클라이밍센터,NULL,NULL,0,042-526-8848,0,0,0,NULL,NULL
18514920,"서울 서초구 방배동 467-19",사당클라이밍,NULL,NULL,0,02-583-1257,0,0,0,NULL,NULL
1854005600,"서울 마포구 서교동 448-14",대한스포츠클라이밍협회,NULL,NULL,0,1600-3092,0,0,0,NULL,NULL
1855292044,"서울 강북구 수유동 740",락랜드,NULL,NULL,0,02-6223-5015,0,0,0,NULL,NULL
1857857925,"인천 연수구 청학동 502-2",클라이밍줌,NULL,NULL,0,010-5680-9296,0,0,0,NULL,NULL
1858749345,"경기 수원시 영통구 영통동 1010-3",뀨클라임,NULL,NULL,0,031-205-9477,0,0,0,NULL,NULL
1862432475,"서울 성동구 성수동1가 656-54",서울숲클라이밍,NULL,NULL,0,010-4372-1116,0,0,0,NULL,NULL
1864391622,"강원특별자치도 속초시 노학동 735-3","국립등산학교 인공암벽장",NULL,NULL,0,,0,0,0,NULL,NULL
18662446,"부산 남구 대연3동 60-13",두클라이밍,NULL,NULL,0,,0,0,0,NULL,NULL
1867943824,"대전 유성구 노은동 270",대전하나클라이밍짐,NULL,NULL,0,042-826-5014,0,0,0,NULL,NULL
1877546915,"경북 구미시 인의동 701-7",노보클라이밍,NULL,NULL,0,010-2349-3836,0,0,0,NULL,NULL
1883419805,"서울 마포구 서교동 356-1","볼더프렌즈 클라이밍",NULL,NULL,0,02-332-7738,0,0,0,NULL,NULL
1888231641,"인천 부평구 산곡동 369-246",부평클라이밍센터,NULL,NULL,0,032-502-5944,0,0,0,NULL,NULL
1894215765,"경기 군포시 산본동 1060",산본클라이밍센터,NULL,NULL,0,,0,0,0,NULL,NULL
1902795701,"경기 수원시 영통구 영통동 975-12","타잔101클라이밍 수원망포점",NULL,NULL,0,031-205-1015,0,0,0,NULL,NULL
1914163825,"경기 안양시 만안구 안양동 1432",클라임데이즈,NULL,NULL,0,031-460-0054,0,0,0,NULL,NULL
1916853472,"경남 거제시 옥포동 878-4",트리클라이밍,NULL,NULL,0,010-5566-3542,0,0,0,NULL,NULL
193904316,"전북 익산시 신동 817-39","지락펀락 클라이밍센터",NULL,NULL,0,010-4359-1842,0,0,0,NULL,NULL
19403517,"충남 서산시 석림동 773-1",고릴라클라이밍,NULL,NULL,0,041-665-9511,0,0,0,NULL,NULL
1949948880,"서울 동대문구 장안동 457-2","V10클라이밍 장한평점",NULL,NULL,0,02-2212-4171,0,0,0,NULL,NULL
1950378324,"강원특별자치도 원주시 문막읍 동화리 561-1",클라임투게더,NULL,NULL,0,,0,0,0,NULL,NULL
1960112362,"전남 목포시 산정동 1081-15",목포탑매드클라임,NULL,NULL,0,010-6244-1950,0,0,0,NULL,NULL
1974288623,"서울 영등포구 당산동6가 326-9",클라임러버,NULL,NULL,0,010-5419-7121,0,0,0,NULL,NULL
2011692628,"강원특별자치도 춘천시 석사동 818-17",남춘천클라이밍,NULL,NULL,0,033-263-5305,0,0,0,NULL,NULL
20245336,"서울 노원구 상계동 367-2",이창현노원클라이밍센터,NULL,NULL,0,02-935-0515,0,0,0,NULL,NULL
2028561909,"충북 청주시 청원구 율량동 2044",청주락클라이밍센터,NULL,NULL,0,043-217-5697,0,0,0,NULL,NULL
2029401912,"서울 서초구 서초동 1337-32","손상원클라이밍짐 강남점",NULL,NULL,0,02-523-3094,0,0,0,NULL,NULL
20313961,"전북 전주시 완산구 중화산동2가 616-3",전주바위오름,NULL,NULL,0,,0,0,0,NULL,NULL
2038487180,"대전 서구 둔산동 1026","베이스캠프 볼더스팟 둔산점",NULL,NULL,0,,0,0,0,NULL,NULL
2040358199,"인천 남동구 서창동 704-1",볼리클라이밍,NULL,NULL,0,032-463-5015,0,0,0,NULL,NULL
2049528827,"경북 경산시 남산면 인흥리 250",경산국제클라이밍파크,NULL,NULL,0,053-802-0971,0,0,0,NULL,NULL
2052466253,"경기 수원시 영통구 영통동 1010-3","에픽클라임 영통점",NULL,NULL,0,031-205-3461,0,0,0,NULL,NULL
2062046097,"충남 홍성군 홍북읍 봉신리 290-13",홍성클라이밍센터,NULL,NULL,0,,0,0,0,NULL,NULL
2064208815,"충남 아산시 배방읍 장재리 1792",락트리클라이밍센터,NULL,NULL,0,070-8822-6666,0,0,0,NULL,NULL
2078171447,"전북 익산시 모현동1가 1-20",클라이밍짐,NULL,NULL,0,010-5046-8145,0,0,0,NULL,NULL
2078945273,"경기 남양주시 다산동 6146",퍼즐클라이밍,NULL,NULL,0,031-555-0868,0,0,0,NULL,NULL
2119652204,"경남 김해시 내동 1117-1","두클라이밍 김해점",NULL,NULL,0,010-3518-9557,0,0,0,NULL,NULL
2144179335,"전남 나주시 빛가람동 196-4",빛가람클라이밍짐,NULL,NULL,0,061-337-7408,0,0,0,NULL,NULL
21960010,"부산 중구 영주동 565-2",클럽스파이더클라이밍,NULL,NULL,0,051-413-7771,0,0,0,NULL,NULL
222397833,"서울 중랑구 상봉동 102",크래커클라이밍,NULL,NULL,0,070-4130-1111,0,0,0,NULL,NULL
22251257,"경북 경산시 중방동 211-8",스톤클라이밍짐,NULL,NULL,0,053-813-8848,0,0,0,NULL,NULL
226789176,"서울 마포구 성산동 630-10",홍대클라이밍,NULL,NULL,0,02-332-5015,0,0,0,NULL,NULL
22965913,"서울 종로구 종로4가 9-1",아트클라이밍,NULL,NULL,0,,0,0,0,NULL,NULL
24126603,"서울 강남구 역삼동 728-41",클라임이모션,NULL,NULL,0,02-552-2532,0,0,0,NULL,NULL
24374877,"경기 성남시 분당구 삼평동 682",손상원클라이밍짐,NULL,NULL,0,031-739-8332,0,0,0,NULL,NULL
24580642,"서울 마포구 노고산동 4-22",써미트클라이밍센터,NULL,NULL,0,010-5362-0628,0,0,0,NULL,NULL
24828805,"충남 천안시 서북구 두정동 1523",홍종열클라이밍짐,NULL,NULL,0,041-567-2744,0,0,0,NULL,NULL
25450171,"경기 수원시 팔달구 인계동 974-9",크럭스존,NULL,NULL,0,031-234-5621,0,0,0,NULL,NULL
25575936,"강원특별자치도 춘천시 동내면 거두리 933-2",춘천클라이밍센터,NULL,NULL,0,1544-6772,0,0,0,NULL,NULL
25647957,"서울 마포구 상암동 1605",코알라클라이밍짐,NULL,NULL,0,070-7733-4768,0,0,0,NULL,NULL
25986434,"경기 수원시 영통구 매탄동 1276",그래비티클라이밍,NULL,NULL,0,031-217-5014,0,0,0,NULL,NULL
26094783,"전남 순천시 조례동 1831-1",네파순천클라이밍센터,NULL,NULL,0,061-727-8844,0,0,0,NULL,NULL
26096554,"전남 여수시 신기동 116-11",여수클라이밍짐,NULL,NULL,0,061-691-8611,0,0,0,NULL,NULL
26317117,"충북 청주시 흥덕구 복대동 40-10",오르다클라이밍센터,NULL,NULL,0,070-4144-0123,0,0,0,NULL,NULL
26437460,"울산 남구 달동 1358-9",라온클라이밍짐,NULL,NULL,0,052-227-2469,0,0,0,NULL,NULL
26460541,"전남 보성군 보성읍 봉산리 1277-4",보성군청소년수련원,NULL,NULL,0,061-888-7020,0,0,0,NULL,NULL
26527987,"대전 유성구 관평동 748",테크노클라이밍짐,NULL,NULL,0,042-933-5015,0,0,0,NULL,NULL
26542158,"부산 금정구 장전동 643-117","웨이브락 부산대점",NULL,NULL,0,0507-1321-0231,0,0,0,NULL,NULL
26574886,"대전 유성구 봉명동 548-12","클라이밍짐 리드 유성점",NULL,NULL,0,042-825-5013,0,0,0,NULL,NULL
26610544,"서울 성북구 삼선동3가 43-1",경동유재원클라이밍센터,NULL,NULL,0,010-6701-6194,0,0,0,NULL,NULL
26621765,"서울 강동구 둔촌2동 63-2",강동클라이밍짐,NULL,NULL,0,070-8828-8848,0,0,0,NULL,NULL
26832297,"충남 아산시 배방읍 장재리 1792",락트리스포츠클라이밍센터,NULL,NULL,0,070-8822-6666,0,0,0,NULL,NULL
26842478,"경기 고양시 일산동구 마두동 805-1","더클라임 일산점",NULL,NULL,0,031-905-5014,0,0,0,NULL,NULL
26856449,"경남 김해시 삼계동 1509-11",퍼스트클라이밍짐,NULL,NULL,0,055-338-1707,0,0,0,NULL,NULL
26867948,"전남 목포시 상동 882-2",리드클라이밍,NULL,NULL,0,,0,0,0,NULL,NULL
26886844,"충남 서산시 동문동 221-2",서산클라이밍,NULL,NULL,0,041-667-5015,0,0,0,NULL,NULL
26912060,"서울 서초구 서초동 1559-3",더클라이밍짐,NULL,NULL,0,02-6407-8848,0,0,0,NULL,NULL
26915248,"충남 천안시 동남구 신방동 784-1",비제이원클라이밍센터,NULL,NULL,0,041-577-7747,0,0,0,NULL,NULL
26940066,"강원특별자치도 강릉시 교동 1889-5",클라이밍강릉,NULL,NULL,0,033-646-5014,0,0,0,NULL,NULL
26940093,"강원특별자치도 원주시 원동 88-5",클라이밍원주,NULL,NULL,0,010-5362-8848,0,0,0,NULL,NULL
26944335,"인천 서구 마전동 999-4","디스커버리 클라임스퀘어 ICN",NULL,NULL,0,032-715-5014,0,0,0,NULL,NULL
26990556,"울산 중구 우정동 252-7",9.클라이밍짐,NULL,NULL,0,,0,0,0,NULL,NULL
270041654,"부산 수영구 광안동 569-19","웨이브락 광안점",NULL,NULL,0,051-757-4226,0,0,0,NULL,NULL
27066047,"경기 안양시 동안구 호계동 918-19",김종헌클라이밍센터,NULL,NULL,0,,0,0,0,NULL,NULL
27149693,"울산 울주군 상북면 등억알프스리 517","영남알프스 국제클라이밍장",NULL,NULL,0,052-204-2932,0,0,0,NULL,NULL
27241022,"대전 유성구 장대동 239",대전인공암벽장,NULL,NULL,0,042-724-3430,0,0,0,NULL,NULL
27262026,"경북 청송군 주왕산면 내룡리 112-4","청송 클라이밍아카데미",NULL,NULL,0,054-873-8991,0,0,0,NULL,NULL
27289087,"경북 포항시 남구 해도동 34-31",포항골수클라이밍클럽,NULL,NULL,0,,0,0,0,NULL,NULL
27323437,"서울 광진구 중곡동 131-5",버티고클라이밍짐,NULL,NULL,0,02-446-6111,0,0,0,NULL,NULL
27334593,"강원특별자치도 춘천시 송암동 762-5","춘천송암스포츠타운 인공암벽장",NULL,NULL,0,033-263-7302,0,0,0,NULL,NULL
27390875,"경남 양산시 물금읍 범어리 2782-4",어썸클라이밍짐,NULL,NULL,0,055-367-3763,0,0,0,NULL,NULL
27455046,"충북 제천시 명동 209-5",톺아클라이밍센터,NULL,NULL,0,,0,0,0,NULL,NULL
27461812,"강원특별자치도 원주시 판부면 서곡리 445-7","고고클라이밍 2호점",NULL,NULL,0,033-765-0909,0,0,0,NULL,NULL
27474066,"경기 수원시 팔달구 인계동 942",킹콩클라이밍,NULL,NULL,0,1855-0514,0,0,0,NULL,NULL
27500635,"강원특별자치도 원주시 지정면 판대리 194-5",판대아이스파크,NULL,NULL,0,,0,0,0,NULL,NULL
27587250,"대전 서구 도안동 971","옥녀봉체육공원 인공암벽",NULL,NULL,0,,0,0,0,NULL,NULL
27587507,"울산 중구 태화동 905-2",클라이밍센터,NULL,NULL,0,,0,0,0,NULL,NULL
27597229,"전북 전주시 완산구 중인동 390","완산체육생활공원 인공암벽장",NULL,NULL,0,,0,0,0,NULL,NULL
278554831,"서울 구로구 구로동 191-7","스튜디오볼더 클라이밍짐",NULL,NULL,0,02-2135-7327,0,0,0,NULL,NULL
280801623,"전북 군산시 소룡동 1525-11","군산 스포츠클라이밍센터",NULL,NULL,0,063-466-1915,0,0,0,NULL,NULL
284660630,"경기 용인시 기흥구 구갈동 681","볼더메이트 클라이밍 기흥점",NULL,NULL,0,,0,0,0,NULL,NULL
292169536,"경남 창원시 마산합포구 월영동 산 175-2","만날공원 인공암벽장",NULL,NULL,0,,0,0,0,NULL,NULL
304644660,"전북 고창군 고창읍 석교리 산 10",고창인공암벽장,NULL,NULL,0,,0,0,0,NULL,NULL
321261321,"전북 익산시 영등동 833-10",클라임팜,NULL,NULL,0,063-834-8848,0,0,0,NULL,NULL
32338067,"인천 남동구 고잔동 648-1",기필코홀드,NULL,NULL,0,010-8547-0566,0,0,0,NULL,NULL
330396498,"서울 강남구 신사동 505-7","더클라임 신사점",NULL,NULL,0,02-549-8821,0,0,0,NULL,NULL
354379401,"경북 문경시 흥덕동 79-6",문경국제클라이밍센터,NULL,NULL,0,,0,0,0,NULL,NULL
367482090,"서울 관악구 남현동 1061-18","더클라임 사당점",NULL,NULL,0,02-585-8821,0,0,0,NULL,NULL
384938612,"서울 동대문구 신설동 103-15",산타클라이밍짐,NULL,NULL,0,02-2233-5157,0,0,0,NULL,NULL
40179293,"서울 영등포구 문래동2가 11-1","더플라스틱 클라이밍",NULL,NULL,0,02-6406-8890,0,0,0,NULL,NULL
403186026,"서울 강남구 역삼동 808-4",클라이밍파크,NULL,NULL,0,02-555-4662,0,0,0,NULL,NULL
4203571,"경남 양산시 상북면 소토리 479-9",클라임파크,NULL,NULL,0,055-375-0230,0,0,0,NULL,NULL
420378025,"충북 충주시 호암동 989",오르락클라이밍짐,NULL,NULL,0,043-856-5014,0,0,0,NULL,NULL
420943953,"서울 서초구 서초동 1337-32","손클라이밍앤홀드샵 강남점",NULL,NULL,0,02-523-3094,0,0,0,NULL,NULL
436491717,"경기 수원시 권선구 세류동 531-2",수원라온클라이밍센터,NULL,NULL,0,031-233-1197,0,0,0,NULL,NULL
443929790,"경북 김천시 삼락동 488-1","김천인공 암벽장",NULL,NULL,0,,0,0,0,NULL,NULL
444613083,"서울 중구 인현동2가 96-2",담장,NULL,NULL,0,02-2272-2855,0,0,0,NULL,NULL
446429344,"경기 성남시 분당구 수내동 11-1","락트리 분당점",NULL,NULL,0,070-4833-8889,0,0,0,NULL,NULL
457300921,"서울 강북구 우이동 185-9",북한산국제클라이밍센터,NULL,NULL,0,,0,0,0,NULL,NULL
46116201,"경북 경산시 압량읍 신대리 434","챌린져클라이밍센터 영대점",NULL,NULL,0,053-813-3918,0,0,0,NULL,NULL
464088689,"전남 광양시 광양읍 칠성리 1000-8",쉼클라이밍,NULL,NULL,0,061-761-0748,0,0,0,NULL,NULL
477957050,"울산 남구 신정동 685-4",라온클라이밍짐,NULL,NULL,0,010-5129-2469,0,0,0,NULL,NULL
498707344,"서울 노원구 중계동 450-1","몽키즈클라이밍 중계점",NULL,NULL,0,02-6080-0017,0,0,0,NULL,NULL
503402236,"서울 종로구 종로5가 214-10","아크테릭스 종로점",NULL,NULL,0,02-2266-2513,0,0,0,NULL,NULL
504806909,"서울 강서구 마곡동 727-500","더클라임 마곡점",NULL,NULL,0,02-2668-5014,0,0,0,NULL,NULL
506505084,"경남 창원시 성산구 대방동 352-4",클라임존,NULL,NULL,0,055-267-8225,0,0,0,NULL,NULL
533072689,"울산 중구 서동 42-5",한우리산악회,NULL,NULL,0,,0,0,0,NULL,NULL
543600695,"충남 당진시 고대면 진관리 349-20","당진시 스포츠클라이밍센터",NULL,NULL,0,,0,0,0,NULL,NULL
544078554,"전북 완주군 고산면 소향리 162",놀토피아,NULL,NULL,0,070-4100-1100,0,0,0,NULL,NULL
557009444,"경남 진주시 충무공동 8",예티클라이밍짐,NULL,NULL,0,055-746-8848,0,0,0,NULL,NULL
5595993,"경북 청송군 주왕산면 내룡리 22-4","청송 아이스클라이밍 월드컵경기장",NULL,NULL,0,,0,0,0,NULL,NULL
562199779,"충남 천안시 동남구 신방동 784-1",클라임맥스,NULL,NULL,0,041-577-7747,0,0,0,NULL,NULL
563525502,"부산 사상구 모라동 728-29",포고클라임,NULL,NULL,0,051-304-4150,0,0,0,NULL,NULL
577987078,"부산 부산진구 부전동 117-1","웨이브락 서면점",NULL,NULL,0,051-728-7170,0,0,0,NULL,NULL
578022300,"경기 군포시 당정동 317-1",볼더팝,NULL,NULL,0,070-4217-7788,0,0,0,NULL,NULL
589622035,"부산 사상구 주례동 685-30","클럽스파이더클라이밍 사상점",NULL,NULL,0,,0,0,0,NULL,NULL
592291597,"경기 수원시 영통구 망포동 570-5",에픽클라임,NULL,NULL,0,031-202-3461,0,0,0,NULL,NULL
601795959,"경북 경산시 대동 156-1",노루클라이밍짐,NULL,NULL,0,053-719-2301,0,0,0,NULL,NULL
610038060,"서울 관악구 신림동 1638-1","더클라임 신림점",NULL,NULL,0,02-877-8821,0,0,0,NULL,NULL
612949056,"서울 강남구 역삼동 728-34","역삼 클라이밍랩",NULL,NULL,0,010-9115-6911,0,0,0,NULL,NULL
621524945,"서울 강북구 우이동 181-7",BAC센터,NULL,NULL,0,,0,0,0,NULL,NULL
635872075,"서울 강남구 역삼동 725-9","볼더하이웨이 클라이밍짐",NULL,NULL,0,,0,0,0,NULL,NULL
644799968,"강원특별자치도 춘천시 석사동 764-9","춘천클라이머스 두번째비밀기지",NULL,NULL,0,,0,0,0,NULL,NULL
655311168,"경기 수원시 팔달구 인계동 1039-1",언더독클라임,NULL,NULL,0,031-234-3777,0,0,0,NULL,NULL
662485726,"서울 성동구 성수동2가 273-34","클라이밍파크 성수점",NULL,NULL,0,02-462-4662,0,0,0,NULL,NULL
668372942,"인천 중구 중산동 1884-7","비블럭클라이밍 영종하늘도시점",NULL,NULL,0,032-751-5837,0,0,0,NULL,NULL
679205402,"경북 포항시 북구 우현동 산 9",아띠클라이밍,NULL,NULL,0,010-5507-8370,0,0,0,NULL,NULL
687629092,"제주특별자치도 제주시 삼도일동 584-3",더패스클라이밍짐,NULL,NULL,0,070-8657-3372,0,0,0,NULL,NULL
